feed_onestop_id,feed_url,operator_country,operator_state,operator_metro,operator_name,operator_onestop_id
f-gc7x-swordsexpress,http://www.transportforireland.ie/transitData/google_transit_swordsexpress.zip,IE,IE-L,Dublin,Swords Express,o-gc7x-swordsexpress
f-r1r-ptv~2,http://data.ptv.vic.gov.au/downloads/gtfs.zip#4/google_transit.zip,AU,AU-VIC,,Public Transport Victoria,o-r1-ptv
f-drk-seastreak,http://seastreak.com/api/transit/google_transit.zip,US,US-NY,New York City,Seastreak,o-drk-seastreak
f-f256-citlapresqule,http://www.amt.qc.ca/xdata/citpi/google_transit.zip,CA,CA-QC,,CIT La Presqu'Ã®le,o-f256-citlapresqule
f-f81y-codiactranspo,http://www.moncton.ca/gtfs/google_transit.zip,CA,CA-NB,Moncton,Codiac Transpo,o-f81y-codiactranspo
f-srk01-comunedigioiadelcolle,https://datahub.io/dataset/289cecea-0162-4ef7-bfab-7872299defa8/resource/e2b2a650-eb84-4153-ae13-697da9c738fc/download/gtfs.zip,IT,IT-BA,Gioia del Colle,Comune di Gioia del Colle,o-srk01-comunedigioiadelcolle
f-dhvrs-bullrunner,https://github.com/CUTR-at-USF/bullrunner-gtfs-realtime-generator/raw/master/bullrunner-gtfs.zip,US,US-FL,Tampa,USF Bull Runner,o-dhvrs-usfbullrunner
f-9q6-sanluisobisporegionaltransitauthority~pasoroblesexpress~so,http://mjcaction.com/MJC_GTFS_Public/slorta_google_transit.zip,US,US-CA,"San Luis Obispo, Paso Robles","San Luis Obispo Regional Transit Authority, Paso Robles Express, SoCoTransit - South County Transit","o-9q6-sanluisobisporegionaltransitauthority, o-9q64t-pasoroblesexpress, o-9q4p-socotransit"
f-9qb-goldengatetransit,http://goldengatetransit.org/googleTransit/GTFSTransitData.zip,US,US-CA,San Francisco Bay Area,Golden Gate Transit,o-9qb-goldengatetransit
f-djn-centralfloridaregionaltransitauthority,http://www.golynx.com/lynxmap/GoLYNX_data/google_transit.zip,US,US-FL,Orlando,Central Florida Regional Transit Authority,o-djn-centralfloridaregionaltransitauthority
f-drk-pvta,http://www.pvta.com/g_trans/google_transit.zip,US,US-MA,Pioneer Valley,Pioneer Valley Transit Authority,o-drk-pvta
f-gc7h-jjkavanagh~sons,http://www.transportforireland.ie/transitData/google_transit_jjkavanagh.zip,IE,IE-L,Dublin,J.J.Kavanagh & Sons,o-gc7h-jjkavanagh~sons
f-gc-kenneallysbusservice,http://www.transportforireland.ie/transitData/google_transit_kenneallys.zip,IE,,,Kenneally's Bus Service,o-gc-kenneallysbusservice
f-9q9-monterey~salinastransit,http://www.mst.org/google/google_transit.zip,US,US-CA,Monterey,Monterey-Salinas Transit,o-9q9-monterey~salinastransit
f-9q7-kerncounty~ca~us,http://data.trilliumtransit.com/gtfs/kerncounty-ca-us/kerncounty-ca-us.zip,US,US-CA,Kern County,Kern Transit,o-9q7-kerntransit
f-f2hf-sociÃ©tÃ©detransportdesherbrooke,https://www.donneesquebec.ca/recherche/dataset/e82b9141-09d8-4f85-af37-d84937bc2503/resource/b7f43b2a-2557-4e3b-ba12-5a5c6d4de5b1/download/gtfssherbrooke.zip,CA,CA-QC,Sherbrooke,SociÃ©tÃ© de Transport de Sherbrooke,o-f2hf-sociÃ©tÃ©detransportdesherbrooke
f-9z70-lincolnstartran,http://lincoln.ne.gov/city/pworks/startran/feed/gtfs.zip,US,US-NE,Lincoln,StarTran,o-9z70-lincolnstartran
f-dp73-citilink,http://jump.nextinsight.com/gtfs/ni_citilink/google_transit.zip,US,US-IN,Fort Wayne,Citilink,o-dp73-citilink
f-dpc4-oshkosh~wi~us,http://data.trilliumtransit.com/gtfs/oshkosh-wi-us/oshkosh-wi-us.zip,US,US-WI,Oshkosh,GO Transit (City of Oshkosh),o-dpc4-gotransitcityofoshkosh
f-c20f-bluestar~or~us,http://oregon-gtfs.com/gtfs_data/bluestar-or-us/bluestar-or-us.zip,US,US-OR,Portland,Blue Star Bus,o-c20f-bluestarbus
f-9qc3-riovistadeltabreeze,http://api.511.org/transit/datafeeds?api_key=e74ef98b-6e66-4d18-92be-e06755664137&operator_id=RV,US,US-CA,San Francisco Bay Area,Rio Vista Delta Breeze,o-9qc3-riovistadeltabreeze
f-9ydy-wichitatransit,https://github.com/transitland/gtfs-archives-not-hosted-elsewhere/blob/master/wichita-transit.zip?raw=true,US,US-KS,Wichita,Wichita Transit,o-9ydy-wichitatransit
f-c8vx-thecityofregina,https://opengis.regina.ca/reginagtfs/google_transit.zip,CA,CA-SK,Regina,The City of Regina,o-c8vx-thecityofregina
f-u20-trenitalia~obb,https://dev.welive.eu/ods/dataset/7522310e-7280-431f-b2c8-e04c2089282c/resource/040bd388-b05a-4db4-accc-217162319f25/download/gtfs6.zip,IT,,,Trenitalia,o-s-trenitalia
f-ezw-euskotren,ftp://ftp.geo.euskadi.net/cartografia/Transporte/Moveuskadi/Euskotren/google_transit.zip,ES,ES-PV,,Euskotren,o-ezw-euskotren
f-dps-smart,http://apps.smartbus.org/gtfs/SMART_GTFS.zip,US,US-MI,Detroit,Suburban Mobility Authority for Regional Transit,o-dps-smart
f-9q8-samtrans,http://www.samtrans.com/AssetFactory.aspx?did=3191,US,US-CA,San Francisco Bay Area,San Mateo County Transit District,o-9q8-samtrans
f-snyr-ctmspa~cagliari,http://www.ctmcagliari.it/google_transit_feed/google_transit.zip,IT,IT-88,Cagliari,CTM Cagliari,o-snyr-ctmspa~cagliari
f-sggyc-kausttransportationservices,https://s3-eu-west-1.amazonaws.com/kaustbus/gtfs.zip,SA,SA-02,Jeddah,KAUST Transportation Services,o-sggyc-kausttransportationservices
f-djz4-carta~sc~us,http://data.trilliumtransit.com/gtfs/carta-sc-us/carta-sc-us.zip,US,US-SC,Charleston,Charleston Area Regional Transportation Authority,o-djz4-charlestonarearegionaltransportationauthority
f-6fes-empresapublicadetransportesecirculaÃ§Ã£o,http://datapoa.com.br/storage/f/2016-05-24T11%3A54%3A50.119Z/outputfiles.zip,BR,BR-RS,Porto Alegre,Empresa Publica de Transportes e CirculaÃ§Ã£o,o-6fes-empresapublicadetransportesecirculaÃ§Ã£o
f-9qc7-unitransdavis,http://iportal.sacrt.com/GTFS/Unitrans/google_transit.zip,US,US-CA,Davis,Unitrans,o-9qc7-unitransdavis
f-r3dp-wwwactionactgovau,http://www.transport.act.gov.au/googletransit/google_transit.zip,AU,AU-ACT,Canberra,Transport Canberra,o-r3dp-action
f-9q8y-sfmta,http://archives.sfmta.com/transitdata/google_transit.zip,US,US-CA,San Francisco Bay Area,San Francisco Municipal Transportation Agency,o-9q8y-sfmta
f-dpxj-hamiltonstreetrailway,http://googlehsrdocs.hamilton.ca/,CA,CA-ON,Hamilton,Hamilton Street Railway,o-dpxj-hamiltonstreetrailway
f-u0x5-swunahverkehrulm~neu~ulmgmbh,https://gtfs.swu.de/daten/FPW1617/SWU.zip,DE,DE-BW,Ulm,SWU Nahverkehr Ulm/Neu-Ulm,o-u0x5-swunahverkehrulm~neu~ulmgmbh
f-9q5-metro~losangeles,https://gitlab.com/LACMTA/gtfs_bus/raw/master/gtfs_bus.zip,US,US-CA,Los Angeles,Los Angeles County Metropolitan Transportation Authority,o-9q5-metro~losangeles
f-c22-mason~wa~us,http://data.trilliumtransit.com/gtfs/mason-wa-us/mason-wa-us.zip,US,US-WA,Puget Sound,Mason Transit Authority,o-c22-masontransitauthority
f-dqc-delmarvacommunitytransit,http://mdtrip.org/googletransit/delmarva/google_transit.zip,US,US-MD,Eastern Shore,Delmarva Community Transit,o-dqc-delmarvacommunitytransit
f-djmu-jacksonvilletransportationauthority,https://schedules.jtafla.com/schedulesgtfs/download,US,US-FL,,Jacksonville Transportation Authority,o-djmu-jacksonvilletransportationauthority
f-gc6v-pjmartley,http://www.transportforireland.ie/transitData/google_transit_pjmartley.zip,IE,IE-L,Port Laoise,PJ Martley,o-gc6v-pjmartley
f-dnr-piedmontauthorityforregionaltransportation,http://www.partnc.org/wp-content/uploads/2015/03/PART_09-01-16-1.zip,US,US-NC,Piedmont Triad,Piedmont Authority for Regional Transportation,o-dnr-piedmontauthorityforregionaltransportation
f-dqchv-alexandriatransitcompanydash,http://www.dashbus.com/google_transit.zip,US,US-VA,Washington DC,Alexandria Transit Company,o-dqchv-alexandriatransitcompanydash
f-gc3f-josephfoley~michaeldonegan,http://www.transportforireland.ie/transitData/google_transit_josfoley.zip,IE,IE-M,Charleville,"Joseph Foley, Michael Donegan","o-gc3cg-josephfoley, o-gc3f-michaeldonegan"
f-gc-mcnultycoaches~johnodonoghue~sons~patrickgallagherchurchill,http://www.transportforireland.ie/transitData/google_transit_sro.zip,IE,"IE-C, IE-M, IE-U, IE-L","Mayo, Clonmel, Letterkenny, Dublin, Sligo, , Galway, Naas, Abbeyfeale, Castlebar, Wexford, Kinsale, Gorey, Buncrana, Cork, Tullamore, Monaghan, Dursey Island, Killarney, Cavan, Mountbellew, Westport, Limerick","McNulty Coaches, John O'Donoghue & Sons, Patrick Gallagher Travel, Ardcavan Coach Tours, Westlink Coaches, Silver Dawn Travel Services, Joe Doherty Bus Hire, GoBus, BusLink, Glen Whelan Travel, William Keogh, Heneghan Bus Hire, Reaney's of Galway, Paul Nash Travel - Minibus & Coach Hire, David Allman, John Roche, McGonagle Bus & Coach Hire, EastPoint, Brendan Boyle, Leydon Coaches, GoBÃ©, Brendan O'Buggy, J.J. Kavanagh & Sons, Donal Harrington Coach Service, McConnon's Buses, Dursey Island Cable Car, Hallahans Bus and Coach Hire, John Liston, Gerard & Mary Flynn, Whartons Travel, Mountbellew Bus Co., Michael Foy, Kelly Travel","o-gc95-mcnultycoaches, o-gc69b-johnodonoghue~sons, o-gcf3-patrickgallagherchurchill, o-gc7-ardcavancoachtours, o-gcd5-westlinkcoaches, o-gc7x69-silverdawntravelservices, o-gc9g-joedoherty, o-gc6-gobus, o-gc3x-buslink, o-gc7n-glenwhelan, o-gc33-williamkeogh, o-gc93-heneghanbushire, o-gc6-reaneysofgalway, o-gc73-nashminibus~coachhire, o-gc1yn-davidallman, o-gc7e3-johnroche, o-gcf9-mcgonaglebusandcoachhire, o-gc7xd3-eastpoint, o-gc9b-brendanboyle, o-gcde-leydoncoaches, o-gc-gobe, o-gc6xj-brendanobuggy, o-gc7-jjkavanagh, o-gc1-donalharrington, o-gce-mcconnonsbuses, o-gc0v8gh-corkcountycouncil, o-gc6-hallahansbusandcoachhire, o-gc3-johnliston, o-gc30-gerard~maryflynn, o-gcdd-whartontravel, o-gc3z-mountbellewbusco, o-gc94p-michaelfoy, o-gc6-kellytravel"
f-dnfq-bloomingtontransit,http://bloomington.in.gov/transit/gtfeed/GoogleTransitFeed.zip,US,US-IN,Bloomington,Bloomington Transit,o-dnfq-bloomingtontransit
f-dr5r-path~nj~us,http://data.trilliumtransit.com/gtfs/path-nj-us/path-nj-us.zip,US,US-NY,New York City,Port Authority Trans-Hudson,o-dr5r-path
f-dn5b-cobbavl,http://documents.atlantaregional.com/transitdata/gtfs_CCT.zip,US,US-GA,Atlanta,Cobb Community Transit,o-dn5b-cobbavl
f-c3nf-calgarytransit,https://data.calgary.ca/download/npk7-z3bj/application%2Fzip,CA,CA-AB,Calgary,Calgary Transit,o-c3nf-calgarytransit
f-dhv-hillsborougharearegionaltransit,http://www.gohart.org/google/google_transit.zip,US,US-FL,Tampa,Hillsborough Area Regional Transit,o-dhv-hillsborougharearegionaltransit
f-dr5x-wwwnicebuscom,http://www.nicebus.com/getattachment/Passenger-Information/App-Developers/NICE_GTFS_217.zip.aspx,US,US-NY,Nassau County,Nassau Inter-County Express,o-dr5x-nassauinter~countyexpress
f-dr8-rochester~geneseeregionaltransportationauthority,http://scheduledata.rgrta.com/google_transit.zip,US,US-NY,Rochester,Rochester-Genesee Regional Transportation Authority,o-dr8-rochester~geneseeregionaltransportationauthority
f-9rb-diamondexpress~or~us,http://oregon-gtfs.com/gtfs_data/diamondexpress-or-us/diamondexpress-or-us.zip,US,US-OR,Oakridge,Diamond Express,o-9rb-diamondexpress
f-eth3v-metropolitanodetenerife,http://metrotenerife.com/transit/google_transit.zip,ES,ES-CN,Santa Cruz de Tenerife,Metropolitano de Tenerife,o-eth3v-metropolitanodetenerife
f-9qc-westcat~ca~us,http://data.trilliumtransit.com/gtfs/westcat-ca-us/westcat-ca-us.zip,US,US-CA,San Francisco Bay Area,WestCat (Western Contra Costa),o-9qc-westcatwesterncontracosta
f-s-arstspa~trasportiregionalidellasardegna,http://www.arstspa.info/arst-cagliari-it.zip,IT,IT-88,,Azienda Regionale Sarda Trasporti,o-s-arstspa~trasportiregionalidellasardegna
f-drq5-hylinecruises~ma~us,http://data.trilliumtransit.com/gtfs/hylinecruises-ma-us/hylinecruises-ma-us.zip,US,US-MA,Cape Cod,Hy-Line Cruises,o-drq5-hy~linecruises
f-dpxq-burlingtontransit,http://www.burlington.ca/en/services-for-you/resources/Ongoing_Projects/Open_Data/Catalogue/GTFS_Data.zip,CA,CA-ON,Burlington,Burlington Transit,o-dpxq-burlingtontransit
f-dpz-durhamregiontransit,https://maps.durham.ca/OpenDataGTFS/GTFS_Durham_TXT.zip,CA,CA-ON,Durham Region,Durham Region Transit,o-dpz-durhamregiontransit
f-gc7x-expressbus,http://www.transportforireland.ie/transitData/google_transit_expressbus.zip,IE,IE-L,Dublin,Express Bus,o-gc7x-expressbus
f-9rb-citytocityshuttle~or~us,http://oregon-gtfs.com/gtfs_data/citytocityshuttle-or-us/citytocityshuttle-or-us.zip,US,US-OR,Portland,City2City Shuttle,o-9rb-city2cityshuttle
f-drce-kingstontransit,http://kingston.metrolinx.tmix.se/gtfs/gtfs.zip,CA,CA-ON,Kingston,Kingston Transit,o-drce-kingstontransit
f-swb-ÎŸÏÅÎ_Î±Î_Î_ÏƒÎ_ÏŒÏ‚Î‘ÏƒÏ„Î_ÎºÏ_Î_Î£Ï…Î_ÎºÎ¿Î_Î_Ï‰Î_Î_Ï_Î_ÎŸÎ‘Î£Î‘~Î‘thensurbantransportorga,http://geodata.gov.gr/dataset/244cfb87-21a0-4f9f-90af-25e9a232af41/resource/d94179a0-a2bd-432f-8c5e-e05eae2886cf/download/googletransit.zip,GR,GR-I,Athens,ÎŸÏÅÎ_Î±Î_Î_ÏƒÎ_ÏŒÏ‚ Î‘ÏƒÏ„Î_ÎºÏ_Î_ Î£Ï…Î_ÎºÎ¿Î_Î_Ï‰Î_Î_Ï_Î_ ÎŸÎ‘Î£Î‘ - Î‘thens Urban Transport Organisation,o-swb-ÎŸÏÅÎ_Î±Î_Î_ÏƒÎ_ÏŒÏ‚Î‘ÏƒÏ„Î_ÎºÏ_Î_Î£Ï…Î_ÎºÎ¿Î_Î_Ï‰Î_Î_Ï_Î_ÎŸÎ‘Î£Î‘~Î‘thensurbantransportorga
f-dp04-smtd,http://data.smtd.org/gtfs/smtd_gtfs_feed.zip,US,US-IL,Springfield,Springfield Mass Transit District,o-dp04-smtd
f-dqct-annapolistransit,http://mdtrip.org/googletransit/AnnapolisTransit/google_transit.zip,US,US-MD,Annapolis,Annapolis Transit,o-dqct-annapolistransit
f-spx-tiemmespa,http://dati.toscana.it/dataset/8bb8f8fe-fe7d-41d0-90dc-49f2456180d1/resource/e13f1e53-2394-45d0-a98c-70c24af9378b/download/tiemme.gtfs,IT,IT-52,,ATM Piombino,o-spx-tiemmespa
f-sr-atac~romatpl~trenitalia,http://dati.muovi.roma.it/gtfs/rome_static_gtfs.zip,IT,"IT-62, ","Rome, ","ATAC, Roma TPL, Trenitalia","o-sr2-atac, o-sr2y-romatpl, o-s-trenitalia"
f-srb0-autolineechiantivaldarno,http://dati.toscana.it/dataset/8bb8f8fe-fe7d-41d0-90dc-49f2456180d1/resource/ed37ddd4-a6c5-4fb9-8032-a56ce60842d3/download/acvbus.gtfs,IT,IT-52,Florence,Autolinee Chianti Valdarno,o-srb0-autolineechiantivaldarno
f-9qf-amador~ca~us,http://data.trilliumtransit.com/gtfs/amador-ca-us/amador-ca-us.zip,US,US-CA,Amador County,Amador Transit,o-9qf-amadortransit
f-9qc-fairfield~ca~us,http://data.trilliumtransit.com/gtfs/fairfield-ca-us/fairfield-ca-us.zip,US,US-CA,San Francisco Bay Area,Fairfield and Suisun Transit,o-9qc-fairfieldandsuisuntransit
f-gc6u-edwardmoore,http://www.transportforireland.ie/transitData/google_transit_edmoore.zip,IE,IE-L,Abbeyleix,Edward Moore,o-gc6u-edwardmoore
f-c25y-valleytransit,http://mjcaction.com/MJC_GTFS_Public/valley_google_transit.zip,US,US-WA,Walla Walla,Valley Transit,o-c25y-valleytransit
f-dqc-montgomerycountymdrideon,http://www.montgomerycountymd.gov/DOT-Transit/Resources/Files/RideOnGTFS.zip,US,US-MD,Montgomery County,Montgomery County MD Ride On,o-dqc-montgomerycountymdrideon
f-dpx-townofforterietransitsystem~niagarafallstransit~niagarapar,https://maps-beta.niagararegion.ca/Transit/Production/NiagaraRegionTransit.zip,CA,CA-ON,Niagara Falls,"Town of Fort Erie Transit System, Niagara Falls Transit, Niagara Parks Commission WeGo, Niagara-on-the-Lake Transit, Niagara Region Transit, Pelham Transit, St. Catharines Transit Commission, Welland Transit","o-dpxu-townofforterietransitsystem, o-dpxv-niagarafallstransit, o-dpxv-niagaraparkscommissionwego, o-dpxt-niagara~on~the~laketransit, o-dpxt-niagararegiontransit, o-dpxsg-pelhamtransit, o-dpxt-stcatharinestransitcommission, o-dpxs-wellandtransit"
f-dnpz-fast,http://ridefast.net/gtransit/google_transit.zip,US,US-NC,Fayetteville,Fayetteville Area System of Transit,o-dnpz-fast
f-f25-crtlanaudire,http://www.rtm.quebec/xdata/crtl/google_transit.zip,CA,CA-QC,Montreal,CRT LanaudiÃ¨re,o-f25-crtlanaudire
f-9y68-clevelandarearapidtransitcart,http://www.cartgps.com/gtfs,US,US-OK,Oaklahoma City,Cleveland Area Rapid Transit,o-9y68-clevelandarearapidtransitcart
f-c28-bctransit~victoriaregionaltransitsystem,https://bctransit.com/servlet/bctransit/data/GTFS%20-%20Victoria,CA,CA-BC,Victoria,BC Transit - Victoria Regional Transit System,o-c28-bctransit~victoriaregionaltransitsystem
f-sr8-sienamobilitÃ ,http://dati.toscana.it/dataset/8bb8f8fe-fe7d-41d0-90dc-49f2456180d1/resource/89c02b92-2a96-4be5-9189-26a2dea460a8/download/sienamobilita.gtfs,IT,IT-52,Siena,Siena MobilitÃ ,o-sr8-sienamobilitÃ 
f-9q8z-goldengateferry,http://api.511.org/transit/datafeeds?api_key=e74ef98b-6e66-4d18-92be-e06755664137&operator_id=GF,US,US-CA,San Francisco Bay Area,Golden Gate Ferry,o-9q8z-goldengateferry
f-dnxs-gltc~lynchburg~va~us,http://data.trilliumtransit.com/gtfs/gltc-lynchburg-va-us/gltc-lynchburg-va-us.zip,US,US-VA,Lynchburg,Greater Lynchburg Transit Co.,o-dnxs-greaterlynchburgtransitco
f-87z-thebus,http://webapps.thebus.org/transitdata/Production/google_transit.zip,US,US-HI,Honolulu,TheBus,o-87z-thebus
f-9zv-twin~cities~minnesota,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_metc/trans_transit_schedule_google_fd/csv_trans_transit_schedule_google_fd.zip,US,US-MN,Minneapolis-St. Paul,"Metro Transit, Minnesota Valley Transit Authority, Maple Grove, Plymouth, SouthWest Transit, Airport (MAC), University of Minnesota, Other","o-9zvw-metro, o-9zvw-mvta, o-cbj8-maplegrove, o-cbj8-plymouth, o-9zvx-southwesttransit, o-9zvxq-airportmac, o-9zvxy-universityofminnesota, o-cbj-other"
f-c214-sandy~or~us,http://oregon-gtfs.com/gtfs_data/sandy-or-us/sandy-or-us.zip,US,US-OR,Sandy,"Sandy Area Metro, Mt. Hood Express","o-c214-sandyareametro, o-c213-mthoodexpress"
f-9q5f-glendalebeeline,http://glendaleca.gov/Home/ShowDocument?id=29549,US,US-CA,Glendale,Glendale Beeline,o-9q5f-glendalebeeline
f-9r0-trinity~ca~us,http://data.trilliumtransit.com/gtfs/trinity-ca-us/trinity-ca-us.zip,US,US-CA,Trinity County,Trinity Transit,o-9r0-trinitytransit
f-sr-trenitalia~contrammobilitascpa~trasfersocconsarl~adriabussp,http://www.trasporti.marche.it/downloads/opendata/GTFS_TRASPORTI_UNIFICATO_13-07-2016.zip,IT,", IT-57",", Marche","Trenitalia, Contram Mobilita, Trasfer, Adriabus SpA, Azienda Trasporti e MobilitÃ  di Ancona e Provincia, Start","o-s-trenitalia, o-sr9-contrammobilitascpa, o-sr9-trasfersocconsarl, o-src-adriabusspa, o-sr9-socconsortileatma, o-sr9-startspa"
f-gc3gs-eurobus,http://www.transportforireland.ie/transitData/google_transit_eurobus.zip,IE,IE-M,Limerick,Eurobus,o-gc3gs-eurobus
f-9my-ycat,http://www.ycipta.org/gtfs/google_transit.zip,US,US-AZ,Yuma County,Yuma County Area Transit,o-9my-ycat
f-ue7-savo~karjalanlinjaoy~oypohjolanliikenneab~liikennemheikura,http://dev.hsl.fi/gtfs.waltti/kajaani.zip,FI,FI-05,Kajaani,"Liikenne M. Heikura, Kilpailutus kÃ_ynnissÃ_, Linja-autoliike YrjÃ¶ Makkonen & Kumpp., Kajaanin Tila-autot","o-ue7t-liikennemheikuraoy, o-ue7t-kilpailutuskÃ_ynnissÃ_, o-ue7m-linja~autoliikeyrjÃ–makkonen~kumpp, o-ue7-kajaanintila~autotoy"
f-drtd-capeann~ma~us,http://data.trilliumtransit.com/gtfs/capeann-ma-us/capeann-ma-us.zip,US,US-MA,Cape Ann,Cape Ann Transportation Authority,o-drtd-capeanntransportation
f-r1-ptv~3,http://data.ptv.vic.gov.au/downloads/gtfs.zip#6/google_transit.zip,AU,AU-VIC,,Public Transport Victoria,o-r1-ptv
f-dnru-chapel~hill~transit~nc~us,http://data.trilliumtransit.com/gtfs/chapel-hill-transit-nc-us/chapel-hill-transit-nc-us.zip,US,US-NC,Chapel Hill,Chapel Hill Transit,o-dnru-chapelhilltransit
f-drt-coachcompany,http://www.massdot.state.ma.us/Portals/0/docs/developers/coach_google_transit.zip,US,US-MA,Boston,Coach Company,o-drt-coachcompany
f-xn6b1-è£_é‡_å¸‚,http://opentrans.it/feed/gtfs/5649391675244544/google_transit.zip,JP,JP-22,Susono,è£_é‡_å¸‚,o-xn6b1-è£_é‡_å¸‚
f-r7h-translink,https://gtfsrt.api.translink.com.au/GTFS/SEQ_GTFS.zip,AU,AU-QLD,,Translink,o-r-translink
f-w5q-sankamphaengco~operativeltd~nakornchiangmaidernroteco~oper,http://www.thaitransit.org/CM/East/east_route.zip,TH,TH-50,Chiang Mai,"Sankamphaeng Co-Operative, Nakorn Chiangmai Dernrote Co-Operative","o-w5q7-sankamphaengco~operativeltd, o-w5q-nakornchiangmaidernroteco~operativeltd"
f-dhvk-manatee~fl~us,http://data.trilliumtransit.com/gtfs/manatee-fl-us/manatee-fl-us.zip,US,US-FL,Manatee County,Manatee County Area Transit,o-dhvk-manateecountyareatransit
f-9qd-madera~ca~us,http://data.trilliumtransit.com/gtfs/madera-ca-us/madera-ca-us.zip,US,US-CA,Madera County,"Madera Area Express, Madera County Connection","o-9qdd7-maderaareaexpress, o-9qd-maderacountyconnection"
f-drs-truenorthtransit~ma~us,http://data.trilliumtransit.com/gtfs/truenorthtransit-ma-us/truenorthtransit-ma-us.zip,US,US-MA,Boston,Massachusetts Area Express,o-drs-max
f-dn5fv-cherokeeareatransportationsystemcats,http://documents.atlantaregional.com/transitdata/gtfs_CATS.zip,US,US-GA,Canton,Cherokee Area Transportation System,o-dn5fv-cherokeeareatransportationsystemcats
f-9q99-sanbenito~ca~us,http://data.trilliumtransit.com/gtfs/sanbenitocounty-ca-us/sanbenitocounty-ca-us.zip,US,US-CA,San Benito County,San Benito County Express,o-9q99-sanbenitocountyexpress
f-stq4-nationalauthorityfortunnels,https://github.com/transportforcairo/Metro-GTFS/archive/master.zip#Metro-GTFS-master,EG,EG-C,Cairo,Cairo Metro,o-stq4-nationalauthorityfortunnels
f-9qcbb-cityofloditransit~grapeline,http://www.lodi.gov/transit/GTFS/lodi_GTFS.zip,US,US-CA,Lodi,City of Lodi Transit,o-9qcbb-cityofloditransit~grapeline
f-dnh-grtaxpress,http://atlantaregional.org/wp-content/uploads/2017/03/gtfs-grta.zip,US,US-GA,Atlanta,Georgia Regional Transportation Authority,o-dnh-grtaxpress
f-drg-addisoncounty~vt~us,http://data.trilliumtransit.com/gtfs/addisoncounty-vt-us/addisoncounty-vt-us.zip,US,US-VT,Addison County,Addison County Transit Resources,o-drg-addisoncountytransitresources
f-dn5bpc-atlantastreetcar,http://documents.atlantaregional.com/transitdata/gtfs_ASC.zip,US,US-GA,Atlanta,Atlanta Streetcar,o-dn5bpc-atlantastreetcar
f-dpnz-bcta,http://gt.bcta.com/current/google_transit.zip,US,US-PA,Beaver County,Beaver County Transit Authority,o-dpnz-bcta
f-dnrg-cary~transit~nc~us,http://data.trilliumtransit.com/gtfs/cary-transit-nc-us/cary-transit-nc-us.zip,US,US-NC,Research Triangle,Cary Transit,o-dnrg-carytransit
f-9r1-tehama~ca~us,http://data.trilliumtransit.com/gtfs/tehama-ca-us/tehama-ca-us.zip,US,US-CA,"Red Bluff, Lassen County","Tehama Rural Area Express, Susanville Indian Rancheria Public Transportation Program","o-9r1h-tehamaruralareaexpress, o-9r1-susanvilleindianrancheriapublictransportationprogram"
f-u0nd-comunedimilano,http://amat-mi.it/it/downloads/data/gtfs/current/Export_OpenDataTPL_Current.zip,IT,IT-25,Milan,Azienda Trasporti Milanesi,o-u0nd-comunedimilano
f-drt-mbta,http://www.mbta.com/uploadedfiles/MBTA_GTFS.zip,US,US-MA,Boston,"Massport, Massachusetts Bay Transportation Authority","o-drt3p-massport, o-drt-mbta"
f-9q5-ladot,http://lacitydot.com/gtfs/administrator/gtfszip/ladotgtfs.zip,US,US-CA,Los Angeles,Los Angeles Department of Transportation,o-9q5-ladot
f-gc-aircoach,http://www.transportforireland.ie/transitData/google_transit_aircoach.zip,IE,IE-L,,Aircoach,o-gc-aircoach
f-drke-ninetown~connecticut~us,http://data.trilliumtransit.com/gtfs/ninetown-connecticut-us/ninetown-connecticut-us.zip,US,US-CT,Centerbrook,9 Town Transit,o-drke-9towntransit
